R-HSA-6807878	832	6708	6711	51143	2804	287	1780	10466	830	288	6712	84790	57511	83548	25839	4905																																																																	
R-HSA-6811436	832	5321	25782	2590	22930	51143	1780	830	23299	22931	5870	636	84790	2589																																																																			
R-HSA-9013405	832	81839	9497	5364	1729	23092	80728	120	9743	144402	57144	158747	1730																																																																				
R-HSA-9035034	832	81839	23380	9497	10409	1729	60	80728	120	9743	10160	4650	1730																																																																				
R-HSA-9662360	832	6711	129446	140469	491	776	389207	9750	53405	60	27445	830	25861	783	53904	65217	65217	64072	3778	10083	490	9478	23136	2036	4478																																																								
R-HSA-983231	832	85440	55619	64145	1795	55604	3066	4602	60	9732	830	2626	80005	23414	81704	50808	221037	1793	3048	23468	5890	23186	2627																																																										
R-HSA-1799339	1650	6160	6168	116832	23478	6217																																																																											
R-HSA-446203	1650	7991																																																																															
R-HSA-879415	1650	830																																																																															
R-HSA-9694548	1650	256435	4249	79844	4124	821	7991	51201	6484	25834	2530																																																																						
R-HSA-1169408	8672	3716	23225	3836	23586	57122	9818	81929	3661	8480																																																																							
R-HSA-375276	1889	10874	1909	1910	718	27202																																																																											
R-HSA-163125	249	257194	22854	152330	5067	4045	266727	84628	53942	53942	7007	50863	4978	161357	2813																																																																		
R-HSA-5689880	84196	23358	23032	9736	10254	5707	57599	6478	8975	6885	84132	8658	90865	23586	10868	3416	408	330	57646	4088	8312	9738	4087	5714	29761	8239	367																																																						
R-HSA-1474228	3339	1520	8751	23385	388743	4811	56999	170690	2201	3912	7093	9313	102	999	170692	3909	84467																																																																
R-HSA-1971475	3339	6383	2262	10082	64131	2719																																																																											
R-HSA-2022928	3339	9653	9348	3340	6383	2131	2262	10082	266722	26035	9955	9953	2719																																																																				
R-HSA-2024096	3339	3425	6383	60495	112937	2262	10082	2719																																																																									
R-HSA-216083	3339	3694	3655	3676	3685	1286	1285	1293	3680	1295	131873	2266	3673	91522	8516	83700	3684	3681	999	5175	1292																																																												
R-HSA-3000157	3339	4811	3655	3685	1286	1285	3673	3910	3908	3912	284217	3909																																																																					
R-HSA-3000171	3339	1301	4921	9378	1286	1285	1302	3910	3908	3912	284217	3909	1756																																																																				
R-HSA-3000178	3339	63923	7143	3694	3685	1286	1285	1293	3680	131873	3673	3910	3908	3912	8516	4038	284217	3909	1292																																																														
R-HSA-3560783	3339	6383	2262	10082	2719																																																																												
R-HSA-3560801	3339	6383	2262	10082	2719																																																																												
R-HSA-3656237	3339	6383	2131	2262	10082	2719																																																																											
R-HSA-3656253	3339	6383	2131	2262	10082	2719																																																																											
R-HSA-4420332	3339	6383	2262	10082	2719																																																																												
R-HSA-9694614	3339	26762	6383	8829	2262	10082	2719																																																																										
R-HSA-975634	3339	7804	9227	4023	6383	2262	10082	3949	2719																																																																								
R-HSA-977225	3339	23385	6478	6622	5071	5071	6653	102	23163	8239																																																																							
R-HSA-9820960	3339	1956	6383	2262	10082	3480	2719																																																																										
R-HSA-9833110	3339	7097	23097	6383	23586	9442	23389	2262	10082	10332	2719																																																																						
R-HSA-2682334	2048	2043	285220	2044	1946	2045	2534																																																																										
R-HSA-373760	2048	3912	1272	284217																																																																													
R-HSA-3928662	2048	8997	2534	60	6383	2904	6093	7074																																																																									
R-HSA-3928664	2048	8440	2534	6386	8874																																																																												
R-HSA-3928665	2048	23385	2043	285220	2044	1946	2045	2534	60	7410	102	7074																																																																					
R-HSA-449836	163702	200081	3716	5803	3603	9235																																																																											
R-HSA-8854691	163702	3716	29949	5781																																																																													
R-HSA-159236	10250	23225	80145	84321	4686	57122	9818	10921	81929	8480	56001																																																																						
R-HSA-72163	10250	10450	6936	5433	6434	23517	23398	3187	8899	8449	22827	4686	143884	51729	11193	58517	6638	9716	10921	55094	6625																																																												
R-HSA-72187	10250	55339	80145	81608	84321	4686	10914	10921																																																																									
R-HSA-73856	10250	55339	80145	81608	84321	4686	10914	10921																																																																									
R-HSA-9013418	10250	8452	6434	4646	55023	29766																																																																											
R-HSA-4411364	864	83439	51176	6934																																																																													
R-HSA-8941855	864	4088	463																																																																														
R-HSA-8941856	864	55534																																																																															
R-HSA-8941858	864	5707	865	5714																																																																													
R-HSA-8949275	864	6097	3676	865																																																																													
R-HSA-8951430	864	83439	51176	6934																																																																													
R-HSA-8951671	864	25937	7004																																																																														
R-HSA-8951911	864	865																																																																															
R-HSA-8951936	864	3845	865	861																																																																													
R-HSA-8952158	864	4088																																																																															
R-HSA-5693565	2140	9577	165918	84142	51720	9031	2138	322	7329	23030																																																																							
R-HSA-1433557	10076	3932	2241	2534	2887	9846	3845	4254	5781	5578																																																																							
R-HSA-8849468	10657	202559	10656																																																																														
R-HSA-68616	23633	3836																																																																															
R-HSA-114604	3932	2534	7410	5781																																																																													
R-HSA-1433559	3932	2534	4254	5578																																																																													
R-HSA-164944	3932	2534	9844																																																																														
R-HSA-167590	3932																																																																																
R-HSA-202424	3932	5707	3119	6885	84433	5588	5714																																																																										
R-HSA-202427	3932	3119																																																																															
R-HSA-202430	3932	7535	3119																																																																														
R-HSA-202433	3932	55740	7535	3119	51466																																																																												
R-HSA-210990	3932	3685	2534	5781	5175																																																																												
R-HSA-2424491	3932	2534	7410	3824	3845																																																																												
R-HSA-389356	3932	942	2534																																																																														
R-HSA-389359	3932	942	2534																																																																														
R-HSA-389513	3932	10000	942	5528	2534	5516	5781																																																																										
R-HSA-389948	3932	3119	5781																																																																														
R-HSA-9013407	3932	81839	7535	9497	399	55075	6093	57144																																																																									
R-HSA-9020558	3932	3716	2185	3559																																																																													
R-HSA-9670439	3932	2534	3845																																																																														
R-HSA-9706374	3932	2534	2322																																																																														
R-HSA-1362277	5928	286826																																																																															
R-HSA-1362300	5928	286826	4605																																																																														
R-HSA-1538133	5928	286826	1859																																																																														
R-HSA-156711	5928	286826	4605																																																																														
R-HSA-212300	5928	2146	23512																																																																														
R-HSA-2559580	5928	26523	192669	23043	1021	2146	27327	50488	23135	23512	57690	5609																																																																					
R-HSA-3214815	5928	57504	79718	5978	3066	23186																																																																											
R-HSA-3214841	5928	64754	29072	2122	64324	10919	2146	54904	79813	55729	8085	23512																																																																					
R-HSA-427389	5928	57504	10919	3066	2074																																																																												
R-HSA-5617472	5928	5087	5433	5915	3199	3200	2146	6256	8085	23512	3213																																																																						
R-HSA-6804758	5928	10000	84289	3066																																																																													
R-HSA-69202	5928	286826	10000	5925	4331																																																																												
R-HSA-69205	5928	286826	7298																																																																														
R-HSA-69656	5928	286826	10000	5925	4331																																																																												
R-HSA-73762	5928	9014	57504	10919	3066	404672	2074	2965	4331																																																																								
R-HSA-8953750	5928	10919	2146	79813	23468	23512																																																																											
R-HSA-9609690	5928	23225	51143	79718	1956	1780	2146	84790	57122	9818	23512	81929	8480																																																																				
R-HSA-9679191	5928	3716	3570	481	57504	3676	8452	5978	3066	53828	23186	6093																																																																					
R-HSA-9710421	5928	2146	5557	23512																																																																													
R-HSA-9843940	5928	57504	3066	155054	55729	23468	7329	162655	7562	147686																																																																							
R-HSA-9844594	5928	57504	133522	3066	64641	6256	23090																																																																										
R-HSA-9845323	5928	57504	6599	3066	57492	60	6595	8110																																																																									
R-HSA-1912408	26523	192669	4853	55534	4855	27327	57690	861																																																																									
R-HSA-203927	26523	192669	5433	29102																																																																													
R-HSA-2559585	26523	192669	1021	2113	5925	27327	57690																																																																										
R-HSA-4086398	26523	192669	55970	83439	3708	59345	5158	5530	51176	6885	5592	6934	3845	3709	54331	27327	2775	5578	57690	2788	23236																																																												
R-HSA-426486	26523	192669																																																																															
R-HSA-426496	26523	192669	27327	57690																																																																													
R-HSA-5578749	26523	5433	23225	10526	57122	9818	27327	81929	8480																																																																								
R-HSA-5687128	26523	192669	10602	5707	8997	5597	27327	57690	5714																																																																								
R-HSA-8853884	26523	192669	51176	10919	79813	6934	27327	57690																																																																									
R-HSA-8934593	26523	192669	1021	5781	27327	865	57690	861																																																																									
R-HSA-8936459	26523	192669	5588	8085	27327	865	57690	861																																																																									
R-HSA-8943723	26523	192669	27327	57690																																																																													
R-HSA-8948700	26523	192669	27327	57690																																																																													
R-HSA-8986944	26523	192669	27327	57690	4204																																																																												
R-HSA-9018519	26523	192669	2494	7039	5433	2066	1105	51523	4602	2099	10499	23189	3169	7090	8312	27327	865	57690	23030	10498	861	10735																																																											
R-HSA-9022692	26523	192669	79718	817	3066	816	27327	57690	4204																																																																								
R-HSA-9029569	26523	192669	79718	80820	6256	27327	57690																																																																										
R-HSA-9725371	26523	192669	7535	3662	5925	57690	4204																																																																										
R-HSA-9759811	26523	192669	27327	57690																																																																													
R-HSA-9768778	26523	192669	27327	57690																																																																													
R-HSA-9824594	26523	192669	4286	27327	57690																																																																												
R-HSA-9839394	26523	192669	6256	6938	4088	27327	57690	6925																																																																									
R-HSA-451308	2899	1739	2898	83988	2900	1742	2897																																																																										
R-HSA-500657	2899	55970	59345	54331	2788	23236																																																																											
R-HSA-6781823	10450	5433	51138	404672	2074	2965	4331	9716																																																																									
R-HSA-6781827	10450	5433	404672	2074	2965	4331	9716	8178																																																																									
R-HSA-6782135	10450	5433	5984	51426	404672	6119	2074	2965	4331	9716	6117	2067																																																																					
R-HSA-6782210	10450	5433	5984	51426	404672	6119	2074	2965	4331	9716	6117																																																																						
R-HSA-212436	127396	7678	55657	389114	168417	728927	219578	155054	155061	619279	340385	158431	9442	7587	7762	374655	10127	124411	162655	115196	163051	56242	91120	7562	7652	171392	57711	284459	22835	339327	7596	10780	7733	84765	9668	55786	84671	79788	147949	63934	284309	147686	10782																																						
R-HSA-8939902	59269	5707	2932	133522	2099	865	5714																																																																										
R-HSA-8964539	284716	883																																																																															
R-HSA-1295596	8569	5516	5781																																																																														
R-HSA-499943	51727	26289	221264	2936	25961	122481	7298																																																																										
R-HSA-8955332	84871	9654	340351	158135	84790	23093	123624	25941																																																																									
R-HSA-432142	7804	5321	5528	5516	5781	5175																																																																											
R-HSA-1237044	606495																																																																																
R-HSA-77289	26027	84320	84129	134526																																																																													
R-HSA-381426	255738	5768	375056	4052	84141	258	2266	3912	6383	51280	4221	10970	3895	5265	102	1000	718	2719																																																															
R-HSA-8866427	255738																																																																																
R-HSA-8957275	255738	5768	375056	4052	84141	258	2266	3912	6383	51280	4221	10970	3895	5265	102	1000	718	2719																																																															
R-HSA-8964038	255738	6646	3949																																																																														
R-HSA-9845614	8613	130367	8611	55331	224																																																																												
R-HSA-166665	731	732	730	1191																																																																													
R-HSA-977606	731	732	3075	1378	4179	730	717	1191	718	27202																																																																							
R-HSA-8866376	1600	2534	5649																																																																														
R-HSA-5689901	114803	114548	9577	84142	51720																																																																												
R-HSA-73980	4774	4781	55703	4782																																																																													
R-HSA-749476	4774	55814	4781	55703	2972	4782	6618																																																																										
R-HSA-8875555	85440																																																																																
R-HSA-9013148	85440	81839	128239	23380	8476	10602	114793	1123	55619	9901	57514	83478	10788	51306	23092	644150	10395	80728	81704	7410	23268	9644	143872	57569	9743	121512	144402	221178	90627	90627	10160	8874	23263	3895	8826	29	9912	10672	10458	4650	57144	57580	7074	4983	9459																																				
R-HSA-9013149	85440	81839	128239	27	23380	8476	55843	1123	55619	9855	9901	152273	1795	57514	8997	83478	10144	10788	51306	23092	1124	644150	9732	10395	80005	80728	81704	7410	143098	1793	143872	57569	9743	3071	11113	221178	10810	10160	8874	23263	6655	3895	23191	8826	29	9912	10672	10458	4650	57144	57580	7074	4983	9459																											
R-HSA-205043	23421	23385																																																																															
R-HSA-3322077	5236	7957																																																																															
R-HSA-5609974	5236																																																																																
R-HSA-70221	5236																																																																																
R-HSA-70370	5236																																																																																
R-HSA-5140745	4919																																																																																
R-HSA-1059683	3716	3570	5781																																																																														
R-HSA-110056	3716	3570	5781																																																																														
R-HSA-112411	3716	3570	5781																																																																														
R-HSA-1266695	3716	3575																																																																															
R-HSA-5673001	3716	6708	6711	7039	2066	1739	152831	2250	817	9693	2534	816	1956	2675	3084	284	53358	3559	5979	2674	2263	6712	1740	2904	3845	2065	4254	2322	10125	5923	1742	5786																																																	
R-HSA-6783783	3716	942	2357																																																																														
R-HSA-6785807	3716	6097	3570	3662	948	6935	240	3684	246	332	598																																																																						
R-HSA-6788467	3716	3977	9180																																																																														
R-HSA-877300	3716	5580	817	3662	3105	7726	3106	3119	816	85363	3661	4281																																																																					
R-HSA-877312	3716	5781																																																																															
R-HSA-8983432	3716	9846	6655																																																																														
R-HSA-8984722	3716	821																																																																															
R-HSA-8985947	3716																																																																																
R-HSA-9020591	3716	3594																																																																															
R-HSA-9020956	3716	821																																																																															
R-HSA-9020958	3716																																																																																
R-HSA-909733	3716	3836	3662	3105	3106	5781	3669	3661																																																																									
R-HSA-912694	3716	5781																																																																															
R-HSA-9674555	3716	9846	3845	5781																																																																													
R-HSA-9705462	3716																																																																																
R-HSA-9705671	3716	114548	23225	5648	9871	7097	51128	3105	3106	6885	23586	9632	57122	5781	9818	84282	81929	3661	8480																																																														
R-HSA-9732724	3716																																																																																
R-HSA-9833109	3716	23586	3661																																																																														
R-HSA-2586552	3953	5781																																																																															
R-HSA-180024	5142	5530	5144	5528	5533	5516																																																																											
R-HSA-6804114	1647	10498																																																																															
R-HSA-9617828	1647	4088	4087																																																																														
R-HSA-1296041	55970	3760	59345	9568	54331	2788	3763	3772																																																																									
R-HSA-163359	55970	59345	108	54331	115	2788																																																																											
R-HSA-202040	55970	59345	2776	54331	2788	2769																																																																											
R-HSA-381676	55970	3790	3708	59345	3709	54331	8826	2788	3745																																																																								
R-HSA-392170	55970	59345	2770	54331	2788																																																																												
R-HSA-392451	55970	10000	59345	54331	2788																																																																												
R-HSA-392851	55970	59345	54331	2788																																																																													
R-HSA-400042	55970	776	59345	2770	783	54331	2788																																																																										
R-HSA-416476	55970	1131	3269	2829	846	8997	59345	10874	10886	1909	3062	26575	148	2776	2869	57121	1910	54331	29933	2788	2769	146	23236	5332	2846	3358																																																							
R-HSA-416482	55970	9181	5364	50650	8997	59345	54848	2768	148	7410	121512	8874	23263	6655	54331	11214	29	10672	6093	2788	146	57580	7074	9459																																																									
R-HSA-418217	55970	59345	54331	2788	23236																																																																												
R-HSA-418555	55970	50940	5136	2838	59345	59350	108	5144	8622	3360	10846	2770	2869	408	5139	54331	5732	115	2695	2788	2691																																																												
R-HSA-418592	55970	5321	59345	2776	54331	2788	2769																																																																										
R-HSA-418594	55970	5733	6000	2917	3355	1814	846	59345	6002	10874	10692	108	50834	26575	2770	2913	2918	9568	57121	54331	9628	115	59340	2788	718	2357																																																							
R-HSA-418597	55970	5580	59345	108	26575	2770	5588	54331	5583	115	5579	5578	2788																																																																				
R-HSA-420092	55970	59345	54331	2695	2788	2691																																																																											
R-HSA-428930	55970	59345	2776	54331	10672	2788	2769																																																																										
R-HSA-432040	55970	59345	108	54331	115	2788																																																																											
R-HSA-456926	55970	59345	2768	2776	408	54331	10672	2788	2769																																																																								
R-HSA-6814122	55970	6000	59345	2776	54331	9628	2788	2769	10694																																																																								
R-HSA-8964315	55970	59345	54331	2788																																																																													
R-HSA-8964616	55970	59345	54331	2788	9459																																																																												
R-HSA-9009391	55970	6801	7039	59345	2099	1956	2770	54331	3480	2788																																																																							
R-HSA-9634597	55970	59345	108	2770	54331	115	2788																																																																										
R-HSA-9660821	55970	59345	108	2770	54331	115	2788	5613																																																																									
R-HSA-997272	55970	3760	59345	9568	54331	2788	3763	3772																																																																									
R-HSA-391908	5733	5732																																																																															
R-HSA-1483191	204962	10390	23175	590	5130	80736	9663	57153	9468																																																																								
R-HSA-425366	204962	345274	80736	8170	57153																																																																												
R-HSA-4085001	256435	81849	10402	7903	338596	10825	6484	6489																																																																									
R-HSA-9683673	256435	6484	2589																																																																														
R-HSA-9694719	256435	6484	2589																																																																														
R-HSA-977068	256435	6484	283463																																																																														
R-HSA-9840309	81849	7368	9334																																																																														
R-HSA-162791	10026	80055	51604																																																																														
R-HSA-3214847	26009	84289	55689	8464	60	10499	26610	55578	10933	11143																																																																							
R-HSA-9772755	26009	80335	55689	259282	11168	4221	8085	55617	55617																																																																								
R-HSA-9010553	23032	6160	6168	5707	6092	6091	116832	9353	3199	4686	8453	6585	65110	10921	5714	6217																																																																	
R-HSA-1483166	374986	5321	8443	253558	22925	81579	56895	56895	100137049																																																																								
R-HSA-3295583	255231	57113	140803	7223	11035	54822	57192																																																																										
R-HSA-2022090	255631	1301	1520	3655	1286	1285	1293	1295	131873	1302	667	1303	1508	7373	85301	9313	3909	1292																																																															
R-HSA-8874081	255631	1301	3673	1302	3910	3908	3912	85301	284217	3909																																																																							
R-HSA-8948216	255631	1301	1286	1285	1293	1295	131873	91522	1302	81578	1303	7373	169044	85301	1292																																																																		
R-HSA-73621	1806	64902	51251	1807																																																																													
R-HSA-1442490	1301	1286	1285	1293	1295	131873	91522	1302	1303	1508	7373	9313	102	1292																																																																			
R-HSA-432722	6272	64746	2804	152503	8546	6643	9685	84062	7164	3482	6456	408	8301	54885																																																																			
R-HSA-1483213	10390	23175	9663																																																																														
R-HSA-189085	27159	6476	8972																																																																														
R-HSA-191859	11218	23225	4686	57122	9818	81929	8480																																																																										
R-HSA-9754678	11218	6217																																																																															
R-HSA-5576894	3752	80333	3751																																																																														
R-HSA-1221632	6847	4000	25913	23224	7329	10388	10735																																																																										
R-HSA-8980692	81839	9181	128239	55831	50650	57514	8997	83478	10144	1729	23092	6793	93663	54443	10395	80728	7410	91452	143872	57569	9743	11113	90627	90627	10160	8874	23263	23256	3895	11214	8826	29	9912	6093	4650	57580	7074	4983																																											
R-HSA-9013026	81839	9181	128239	50650	1729	23092	6793	54443	10395	80728	7410	9743	11113	90627	90627	23263	11214	29	6093	4650	57580	4983																																																											
R-HSA-9013106	81839	128239	114793	1729	23092	6793	93663	54443	10395	80728	7410	399693	91452	9743	11113	90627	90627	23263	11214	8826	29	6093	4650	57580	4983																																																								
R-HSA-9013404	81839	55619	1795	23092	9732	80728	7410	143098	1793	143872	9743	3071	23191	8826	29	57580	7074	4983																																																															
R-HSA-9013406	81839	128239	23380	8476	10602	9497	200894	23092	10395	143098	9743	144402	8874	8826	57580	4983																																																																	
R-HSA-9013408	81839	1795	8997	10788	9732	4698	80005	80728	7410	143098	1793	9743	23263	3895	23191	57580	4983																																																																
R-HSA-9013409	81839	128239	8476	9497	200894	23092	81704	143098	9743	144402	8874	57580	4983																																																																				
R-HSA-9013420	81839	23380	50618	6711	8440	10254	57514	667	4646	2185	8874	79834	8826	8239	9459																																																																		
R-HSA-9013423	81839	27	23380	55843	55619	23092	80728	7410	143098	143872	9743	3071	23191	9235	29	10458	57580	7074	4983																																																														
R-HSA-9013424	81839	6711	8440	57630	667	8874	79834	8826	9738	8239																																																																							
R-HSA-9696264	81839	9462	667	8301	10970	3895	29766	6093	1828																																																																								
R-HSA-9696270	81839	55227	667	157285	10970	3895	224	1828																																																																									
R-HSA-9696273	81839	9462	667	11075	22800	224																																																																											
R-HSA-549127	55356	85413	861																																																																														
R-HSA-977347	26227	256987	57515																																																																														
R-HSA-1912399	4853	4855																																																																															
R-HSA-1912420	4853	10402	4855	5870	6484																																																																												
R-HSA-2197563	4853	55534																																																																															
R-HSA-2979096	4853	23385	54492	1272	3714	102																																																																											
R-HSA-350054	4853	79718	55534	4855	3066	9734																																																																											
R-HSA-5083630	4853	4855																																																																															
R-HSA-9013695	4853	55534	2324	4855	4088																																																																												
R-HSA-5696395	9557	85015	404672	6119	2965	4331	54778	7329	6117	2067																																																																							
R-HSA-5696400	9557	5984	51426	404672	6119	2965	6117	2067																																																																									
R-HSA-5250955	9900	22987																																																																															
R-HSA-5250968	9900	22987																																																																															
R-HSA-5250981	9900	22987																																																																															
R-HSA-5250992	9900																																																																																
R-HSA-1236977	1520	3105	3106																																																																														
R-HSA-1679131	1520	1508	5641																																																																														
R-HSA-383280	6097	2494	2104	4929	9975	7068	5915	5467	2099	6256	7421	7181	9971	367																																																																			
R-HSA-9616222	3570	51176	4602	6256	865	861																																																																											
R-HSA-629587	1141																																																																																
R-HSA-629594	1141	55584	1142	1139																																																																													
R-HSA-629597	1141	1142																																																																															
R-HSA-8941237	8751	9644	8038																																																																														
R-HSA-193648	9181	50650	8997	54848	7410	121512	8874	23263	6655	11214	29	26574	10672	57580	7074	9459																																																																	
R-HSA-2980766	4000																																																																																
R-HSA-2995383	4000	5520																																																																															
R-HSA-352238	4000																																																																																
R-HSA-381038	4000	10954	116138	7094	100137049																																																																												
R-HSA-4419969	4000	23175	5579	5578	9663																																																																												
R-HSA-6802952	4000	8087	817	2266	8546	9444	60	816	10142	27044	80853	7094	7414	408	3845	283455	8826	8844	22866																																																														
R-HSA-8862803	4000	6648																																																																															
R-HSA-70895	9673	594	11112																																																																														
R-HSA-5626467	128239	10788	60	4221	84790	6249	8826	999																																																																									
R-HSA-373753	55243	6711	8440	2534	9863	84623	8826	4868	81																																																																								
R-HSA-375165	6708	6711	2534	6712	3845	9252	5786																																																																										
R-HSA-445095	6708	23114	6711	6332	6336	11280	287	60	288	6712	6334																																																																						
R-HSA-1251985	23385	2066	2099	11033	3084	51741																																																																											
R-HSA-193692	23385																																																																																
R-HSA-2122948	23385	92737	54492	408	1272	8650	3714	102																																																																									
R-HSA-2644606	23385	79718	55534	54492	3066	9734	3714	102																																																																									
R-HSA-2894862	23385	79718	55534	54492	3066	9734	3714	102																																																																									
R-HSA-9013507	23385	54492	1956	3714	102																																																																												
R-HSA-9013700	23385	4855	102																																																																														
R-HSA-9017802	23385																																																																																
R-HSA-9839383	23385	4325																																																																															
R-HSA-611105	6391	9167	4709	4719	4705	4698	4704	55967																																																																									
R-HSA-71403	6391	2271	8801	8803																																																																													
R-HSA-9854311	6391	57001																																																																															
R-HSA-446210	6675																																																																																
R-HSA-191273	51478	91734																																																																															
R-HSA-452723	5087	27086	4087																																																																														
R-HSA-9013508	5087	55534	23286																																																																														
R-HSA-8951664	55827	23369	80204	8452	5707	7428	142686	92369	51088	51138	23194	51397	56995	142685	8453	6468	140461	26259	54939	54620	26118	84961	332	5714	140456																																																								
R-HSA-210991	481	3655	8140																																																																														
R-HSA-5578775	481	493	6262	6546	3708	491	817	816	80228	444	53828	3709	490	4842	6263	6261																																																																	
R-HSA-936837	481	493	491	27032	23200	344905	84239	10396	817	23120	816	53828	490	479	51761	23250	57194	9914	10079																																																														
R-HSA-198933	6402	925	3676	4345	3105	3106	120425	10219	51348	3824	999	81035	10666	718	5819																																																																		
R-HSA-202733	6402	4072	3676	972	2534	8793	6383	120425	83700	4973	3684	5175																																																																					
R-HSA-5693568	55732	23514	5890	641																																																																													
R-HSA-912446	55732	6119	27030	641	6117																																																																												
